eurlex4k,xlnet,893.2686916065217
eurlex4k,distilbert,183.62311652183533
eurlex4k,bert-base,254.65652567863464
eurlex4k,distilbert,134.67819838523866
eurlex4k,roberta,223.79210764884948
wiki31k,bert-base,212.81019842965262
wiki31k,distilbert,127.05528370993478
wiki31k,xlnet,797.4035053593772
wiki31k,Roberta,273.7732444899423
wiki31k,distilbert,161.93679316384453
